name,storage,lock_status,condition,price,amz,original_feed_price,amazon_price,after_amazon,sellcell_fee,shipping_fee,condition_fee,total_walkaway,profit,profit_pct,new_price,new_profit,new_profit_pct,status
GALAXY S23 ULTRA,1TB,verizon,flawless,$283.48 ,590.0,284.00,590.00,532.80,30.00,15.00,10.00,477.80,193.80,68.24%,287.00,190.80,66.48%,Already ≥ 15% profit – bumped $3.00
GALAXY S23 ULTRA,1TB,verizon,good,$241.00 ,590.0,227.00,590.00,532.80,30.00,15.00,10.00,477.80,250.80,110.48%,232.00,245.80,105.95%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,verizon,fair,$142.00 ,590.0,140.00,590.00,532.80,30.00,15.00,30.00,457.80,317.80,227.00%,145.00,312.80,215.72%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,verizon,broken,$91.00 ,590.0,66.00,590.00,532.80,30.00,15.00,50.00,437.80,371.80,563.33%,71.00,366.80,516.62%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,tmobile,flawless,$269.00 ,590.0,307.00,590.00,532.80,30.00,15.00,10.00,477.80,170.80,55.64%,310.00,167.80,54.13%,Already ≥ 15% profit – bumped $3.00
GALAXY S23 ULTRA,1TB,tmobile,good,$211.00 ,590.0,265.00,590.00,532.80,30.00,15.00,10.00,477.80,212.80,80.30%,270.00,207.80,76.96%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,tmobile,fair,$132.00 ,590.0,191.00,590.00,532.80,30.00,15.00,30.00,457.80,266.80,139.69%,196.00,261.80,133.57%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,tmobile,broken,$67.00 ,590.0,51.00,590.00,532.80,30.00,15.00,50.00,437.80,386.80,758.43%,56.00,381.80,681.79%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,unlocked,flawless,$283.48 ,615.0,358.00,615.00,555.80,30.00,15.00,10.00,500.80,142.80,39.89%,359.00,141.80,39.50%,Already ≥ 15% profit – bumped $1.00
GALAXY S23 ULTRA,1TB,unlocked,good,$271.00 ,615.0,316.00,615.00,555.80,30.00,15.00,10.00,500.80,184.80,58.48%,319.00,181.80,56.99%,Already ≥ 15% profit – bumped $3.00
GALAXY S23 ULTRA,1TB,unlocked,fair,$187.00 ,615.0,241.00,615.00,555.80,30.00,15.00,30.00,480.80,239.80,99.50%,246.00,234.80,95.45%,Already ≥ 15% profit – bumped $5.00
GALAXY S23 ULTRA,1TB,unlocked,broken,$107.00 ,615.0,76.00,615.00,555.80,30.00,15.00,50.00,460.80,384.80,506.32%,81.00,379.80,468.89%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,att,flawless,$191.06 ,287.0,199.00,287.00,254.04,20.32,15.00,10.00,208.72,9.72,4.88%,181.00,27.72,15.31%,Repriced to hit 15% profit
GALAXY S23+,256GB,att,good,$191.06 ,287.0,161.00,287.00,254.04,20.32,15.00,10.00,208.72,47.72,29.64%,162.00,46.72,28.84%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,256GB,att,fair,$103.00 ,287.0,81.00,287.00,254.04,20.32,15.00,30.00,188.72,107.72,132.98%,86.00,102.72,119.44%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,att,broken,$92.00 ,287.0,91.00,287.00,254.04,20.32,15.00,50.00,168.72,77.72,85.40%,96.00,72.72,75.75%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,verizon,flawless,$191.06 ,287.0,190.00,287.00,254.04,20.32,15.00,10.00,208.72,18.72,9.85%,181.00,27.72,15.31%,Repriced to hit 15% profit
GALAXY S23+,256GB,verizon,good,$191.06 ,287.0,160.00,287.00,254.04,20.32,15.00,10.00,208.72,48.72,30.45%,161.00,47.72,29.64%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,256GB,verizon,fair,$100.00 ,287.0,81.00,287.00,254.04,20.32,15.00,30.00,188.72,107.72,132.98%,86.00,102.72,119.44%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,verizon,broken,$72.00 ,287.0,61.00,287.00,254.04,20.32,15.00,50.00,168.72,107.72,176.58%,66.00,102.72,155.63%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,tmobile,flawless,$183.00 ,287.0,190.00,287.00,254.04,20.32,15.00,10.00,208.72,18.72,9.85%,181.00,27.72,15.31%,Repriced to hit 15% profit
GALAXY S23+,256GB,tmobile,good,$159.00 ,287.0,150.00,287.00,254.04,20.32,15.00,10.00,208.72,58.72,39.14%,151.00,57.72,38.22%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,256GB,tmobile,fair,$90.00 ,287.0,81.00,287.00,254.04,20.32,15.00,30.00,188.72,107.72,132.98%,86.00,102.72,119.44%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,tmobile,broken,$67.00 ,287.0,61.00,287.00,254.04,20.32,15.00,50.00,168.72,107.72,176.58%,66.00,102.72,155.63%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,256GB,unlocked,flawless,$191.06 ,312.0,231.00,312.00,277.04,22.16,15.00,10.00,229.88,-1.12,-0.49%,200.00,29.88,14.94%,Repriced to hit 15% profit
GALAXY S23+,256GB,unlocked,good,$191.06 ,312.0,200.00,312.00,277.04,22.16,15.00,10.00,229.88,29.88,14.94%,200.00,29.88,14.94%,Repriced to hit 15% profit
GALAXY S23+,256GB,unlocked,fair,$132.00 ,312.0,131.00,312.00,277.04,22.16,15.00,30.00,209.88,78.88,60.21%,134.00,75.88,56.62%,Already ≥ 15% profit – bumped $3.00
GALAXY S23+,256GB,unlocked,broken,$112.00 ,312.0,111.00,312.00,277.04,22.16,15.00,50.00,189.88,78.88,71.06%,114.00,75.88,66.56%,Already ≥ 15% profit – bumped $3.00
GALAXY S23+,512GB,att,flawless,$205.78 ,370.0,231.00,370.00,330.40,26.43,15.00,10.00,278.97,47.97,20.77%,232.00,46.97,20.24%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,512GB,att,good,$205.78 ,370.0,190.00,370.00,330.40,26.43,15.00,10.00,278.97,88.97,46.83%,193.00,85.97,44.54%,Already ≥ 15% profit – bumped $3.00
GALAXY S23+,512GB,att,fair,$122.00 ,370.0,91.00,370.00,330.40,26.43,15.00,30.00,258.97,167.97,184.58%,96.00,162.97,169.76%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,att,broken,$97.00 ,370.0,96.00,370.00,330.40,26.43,15.00,50.00,238.97,142.97,148.93%,101.00,137.97,136.60%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,verizon,flawless,$205.78 ,370.0,231.00,370.00,330.40,26.43,15.00,10.00,278.97,47.97,20.77%,232.00,46.97,20.24%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,512GB,verizon,good,$206.00 ,370.0,181.00,370.00,330.40,26.43,15.00,10.00,278.97,97.97,54.13%,184.00,94.97,51.61%,Already ≥ 15% profit – bumped $3.00
GALAXY S23+,512GB,verizon,fair,$104.00 ,370.0,86.00,370.00,330.40,26.43,15.00,30.00,258.97,172.97,201.13%,91.00,167.97,184.58%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,verizon,broken,$82.00 ,370.0,66.00,370.00,330.40,26.43,15.00,50.00,238.97,172.97,262.07%,71.00,167.97,236.57%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,tmobile,flawless,$205.78 ,370.0,206.00,370.00,330.40,26.43,15.00,10.00,278.97,72.97,35.42%,207.00,71.97,34.77%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,512GB,tmobile,good,$176.00 ,370.0,162.00,370.00,330.40,26.43,15.00,10.00,278.97,116.97,72.20%,165.00,113.97,69.07%,Already ≥ 15% profit – bumped $3.00
GALAXY S23+,512GB,tmobile,fair,$107.00 ,370.0,91.00,370.00,330.40,26.43,15.00,30.00,258.97,167.97,184.58%,96.00,162.97,169.76%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,tmobile,broken,$67.00 ,370.0,66.00,370.00,330.40,26.43,15.00,50.00,238.97,172.97,262.07%,71.00,167.97,236.57%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,unlocked,flawless,$205.78 ,395.0,242.00,395.00,353.40,28.27,15.00,10.00,300.13,58.13,24.02%,243.00,57.13,23.51%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,512GB,unlocked,good,$205.78 ,395.0,211.00,395.00,353.40,28.27,15.00,10.00,300.13,89.13,42.24%,212.00,88.13,41.57%,Already ≥ 15% profit – bumped $1.00
GALAXY S23+,512GB,unlocked,fair,$157.00 ,395.0,141.00,395.00,353.40,28.27,15.00,30.00,280.13,139.13,98.67%,146.00,134.13,91.87%,Already ≥ 15% profit – bumped $5.00
GALAXY S23+,512GB,unlocked,broken,$117.00 ,395.0,116.00,395.00,353.40,28.27,15.00,50.00,260.13,144.13,124.25%,121.00,139.13,114.98%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,att,flawless,$88.00 ,184.0,99.00,184.00,159.28,12.74,15.00,10.00,121.54,22.54,22.77%,100.00,21.54,21.54%,Already ≥ 15% profit – bumped $1.00
GALAXY S23FE,128GB,att,good,$70.00 ,184.0,74.00,184.00,159.28,12.74,15.00,10.00,121.54,47.54,64.24%,77.00,44.54,57.84%,Already ≥ 15% profit – bumped $3.00
GALAXY S23FE,128GB,att,fair,$46.00 ,184.0,37.00,184.00,159.28,12.74,15.00,30.00,101.54,64.54,174.43%,42.00,59.54,141.76%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,att,broken,$27.00 ,184.0,21.00,184.00,159.28,12.74,15.00,50.00,81.54,60.54,288.27%,26.00,55.54,213.61%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,verizon,flawless,$124.82 ,184.0,123.00,184.00,159.28,12.74,15.00,10.00,121.54,-1.46,-1.19%,106.00,15.54,14.66%,Repriced to hit 15% profit
GALAXY S23FE,128GB,verizon,good,$105.00 ,184.0,92.00,184.00,159.28,12.74,15.00,10.00,121.54,29.54,32.11%,93.00,28.54,30.69%,Already ≥ 15% profit – bumped $1.00
GALAXY S23FE,128GB,verizon,fair,$46.00 ,184.0,32.00,184.00,159.28,12.74,15.00,30.00,101.54,69.54,217.31%,37.00,64.54,174.43%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,verizon,broken,$27.00 ,184.0,21.00,184.00,159.28,12.74,15.00,50.00,81.54,60.54,288.27%,26.00,55.54,213.61%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,tmobile,flawless,$77.00 ,184.0,91.00,184.00,159.28,12.74,15.00,10.00,121.54,30.54,33.56%,92.00,29.54,32.11%,Already ≥ 15% profit – bumped $1.00
GALAXY S23FE,128GB,tmobile,good,$61.00 ,184.0,72.90,184.00,159.28,12.74,15.00,10.00,121.54,48.64,66.72%,76.00,45.54,59.92%,Already ≥ 15% profit – bumped $3.00
GALAXY S23FE,128GB,tmobile,fair,$43.00 ,184.0,31.00,184.00,159.28,12.74,15.00,30.00,101.54,70.54,227.54%,36.00,65.54,182.05%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,tmobile,broken,$24.00 ,184.0,18.00,184.00,159.28,12.74,15.00,50.00,81.54,63.54,352.99%,23.00,58.54,254.51%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,unlocked,flawless,$124.82 ,209.0,141.00,209.00,182.28,14.58,15.00,10.00,142.70,1.70,1.20%,124.00,18.70,15.08%,Repriced to hit 15% profit
GALAXY S23FE,128GB,unlocked,good,$125.00 ,209.0,110.00,209.00,182.28,14.58,15.00,10.00,142.70,32.70,29.73%,111.00,31.70,28.56%,Already ≥ 15% profit – bumped $1.00
GALAXY S23FE,128GB,unlocked,fair,$63.00 ,209.0,44.00,209.00,182.28,14.58,15.00,30.00,122.70,78.70,178.86%,49.00,73.70,150.40%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,128GB,unlocked,broken,$32.00 ,209.0,26.00,209.00,182.28,14.58,15.00,50.00,102.70,76.70,294.99%,31.00,71.70,231.28%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,att,flawless,$98.00 ,292.0,121.00,292.00,258.64,20.69,15.00,10.00,212.95,91.95,75.99%,126.00,86.95,69.01%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,att,good,$78.00 ,292.0,90.00,292.00,258.64,20.69,15.00,10.00,212.95,122.95,136.61%,95.00,117.95,124.16%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,att,fair,$50.00 ,292.0,44.00,292.00,258.64,20.69,15.00,30.00,192.95,148.95,338.52%,49.00,143.95,293.77%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,att,broken,$32.00 ,292.0,26.00,292.00,258.64,20.69,15.00,50.00,172.95,146.95,565.19%,31.00,141.95,457.90%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,verizon,flawless,$142.00 ,292.0,145.00,292.00,258.64,20.69,15.00,10.00,212.95,67.95,46.86%,148.00,64.95,43.88%,Already ≥ 15% profit – bumped $3.00
GALAXY S23FE,256gb,verizon,good,$113.00 ,292.0,108.00,292.00,258.64,20.69,15.00,10.00,212.95,104.95,97.17%,113.00,99.95,88.45%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,verizon,fair,$50.00 ,292.0,37.00,292.00,258.64,20.69,15.00,30.00,192.95,155.95,421.48%,42.00,150.95,359.40%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,verizon,broken,$32.00 ,292.0,26.00,292.00,258.64,20.69,15.00,50.00,172.95,146.95,565.19%,31.00,141.95,457.90%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,tmobile,flawless,$88.00 ,292.0,121.00,292.00,258.64,20.69,15.00,10.00,212.95,91.95,75.99%,126.00,86.95,69.01%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,tmobile,good,$70.00 ,292.0,90.00,292.00,258.64,20.69,15.00,10.00,212.95,122.95,136.61%,95.00,117.95,124.16%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,tmobile,fair,$49.00 ,292.0,37.00,292.00,258.64,20.69,15.00,30.00,192.95,155.95,421.48%,42.00,150.95,359.40%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,tmobile,broken,$27.00 ,292.0,21.00,292.00,258.64,20.69,15.00,50.00,172.95,151.95,723.57%,26.00,146.95,565.19%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,unlocked,flawless,$162.00 ,317.0,151.00,317.00,281.64,22.53,15.00,10.00,234.11,83.11,55.04%,154.00,80.11,52.02%,Already ≥ 15% profit – bumped $3.00
GALAXY S23FE,256gb,unlocked,good,$141.00 ,317.0,130.00,317.00,281.64,22.53,15.00,10.00,234.11,104.11,80.08%,135.00,99.11,73.41%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,unlocked,fair,$73.00 ,317.0,54.00,317.00,281.64,22.53,15.00,30.00,214.11,160.11,296.50%,59.00,155.11,262.90%,Already ≥ 15% profit – bumped $5.00
GALAXY S23FE,256gb,unlocked,broken,$32.00 ,317.0,27.00,317.00,281.64,22.53,15.00,50.00,194.11,167.11,618.92%,32.00,162.11,506.59%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,att,flawless,$205.78 ,317.0,196.00,317.00,281.64,22.53,15.00,10.00,234.11,38.11,19.44%,197.00,37.11,18.84%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,128GB,att,good,$185.00 ,317.0,174.00,317.00,281.64,22.53,15.00,10.00,234.11,60.11,34.55%,175.00,59.11,33.78%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,128GB,att,fair,$112.00 ,317.0,95.00,317.00,281.64,22.53,15.00,30.00,214.11,119.11,125.38%,100.00,114.11,114.11%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,att,broken,$92.00 ,317.0,51.00,317.00,281.64,22.53,15.00,50.00,194.11,143.11,280.61%,56.00,138.11,246.62%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,verizon,flawless,$203.00 ,317.0,182.00,317.00,281.64,22.53,15.00,10.00,234.11,52.11,28.63%,183.00,51.11,27.93%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,128GB,verizon,good,$181.00 ,317.0,153.00,317.00,281.64,22.53,15.00,10.00,234.11,81.11,53.01%,156.00,78.11,50.07%,Already ≥ 15% profit – bumped $3.00
GALAXY S24,128GB,verizon,fair,$116.00 ,317.0,98.00,317.00,281.64,22.53,15.00,30.00,214.11,116.11,118.48%,103.00,111.11,107.87%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,verizon,broken,$91.00 ,317.0,46.00,317.00,281.64,22.53,15.00,50.00,194.11,148.11,321.98%,51.00,143.11,280.61%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,tmobile,flawless,$205.78 ,317.0,213.00,317.00,281.64,22.53,15.00,10.00,234.11,21.11,9.91%,204.00,30.11,14.76%,Repriced to hit 15% profit
GALAXY S24,128GB,tmobile,good,$186.00 ,317.0,180.00,317.00,281.64,22.53,15.00,10.00,234.11,54.11,30.06%,181.00,53.11,29.34%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,128GB,tmobile,fair,$171.00 ,317.0,84.00,317.00,281.64,22.53,15.00,30.00,214.11,130.11,154.89%,89.00,125.11,140.57%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,tmobile,broken,$92.00 ,317.0,51.00,317.00,281.64,22.53,15.00,50.00,194.11,143.11,280.61%,56.00,138.11,246.62%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,128GB,unlocked,flawless,$205.78 ,342.0,245.00,342.00,304.64,24.37,15.00,10.00,255.27,10.27,4.19%,222.00,33.27,14.99%,Repriced to hit 15% profit
GALAXY S24,128GB,unlocked,good,$205.78 ,342.0,215.00,342.00,304.64,24.37,15.00,10.00,255.27,40.27,18.73%,216.00,39.27,18.18%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,128GB,unlocked,fair,$187.00 ,342.0,136.00,342.00,304.64,24.37,15.00,30.00,235.27,99.27,72.99%,139.00,96.27,69.26%,Already ≥ 15% profit – bumped $3.00
GALAXY S24,128GB,unlocked,broken,$132.00 ,342.0,67.00,342.00,304.64,24.37,15.00,50.00,215.27,148.27,221.30%,72.00,143.27,198.98%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,att,flawless,$233.00 ,393.0,212.00,393.00,351.56,28.12,15.00,10.00,298.44,86.44,40.77%,213.00,85.44,40.11%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,256gb,att,good,$197.00 ,393.0,173.00,393.00,351.56,28.12,15.00,10.00,298.44,125.44,72.51%,176.00,122.44,69.57%,Already ≥ 15% profit – bumped $3.00
GALAXY S24,256gb,att,fair,$142.00 ,393.0,100.00,393.00,351.56,28.12,15.00,30.00,278.44,178.44,178.44%,105.00,173.44,165.18%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,att,broken,$102.00 ,393.0,56.00,393.00,351.56,28.12,15.00,50.00,258.44,202.44,361.49%,61.00,197.44,323.66%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,verizon,flawless,$215.00 ,393.0,199.00,393.00,351.56,28.12,15.00,10.00,298.44,99.44,49.97%,202.00,96.44,47.74%,Already ≥ 15% profit – bumped $3.00
GALAXY S24,256gb,verizon,good,$193.00 ,393.0,164.00,393.00,351.56,28.12,15.00,10.00,298.44,134.44,81.97%,169.00,129.44,76.59%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,verizon,fair,$127.00 ,393.0,98.00,393.00,351.56,28.12,15.00,30.00,278.44,180.44,184.12%,103.00,175.44,170.33%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,verizon,broken,$102.00 ,393.0,56.00,393.00,351.56,28.12,15.00,50.00,258.44,202.44,361.49%,61.00,197.44,323.66%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,tmobile,flawless,$219.00 ,393.0,206.00,393.00,351.56,28.12,15.00,10.00,298.44,92.44,44.87%,207.00,91.44,44.17%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,256gb,tmobile,good,$186.00 ,393.0,164.00,393.00,351.56,28.12,15.00,10.00,298.44,134.44,81.97%,169.00,129.44,76.59%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,tmobile,fair,$137.00 ,393.0,97.00,393.00,351.56,28.12,15.00,30.00,278.44,181.44,187.05%,102.00,176.44,172.98%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,tmobile,broken,$102.00 ,393.0,41.00,393.00,351.56,28.12,15.00,50.00,258.44,217.44,530.33%,46.00,212.44,461.82%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,unlocked,flawless,$272.02 ,418.0,271.00,418.00,374.56,29.96,15.00,10.00,319.60,48.60,17.93%,272.00,47.60,17.50%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,256gb,unlocked,good,$266.00 ,418.0,235.00,418.00,374.56,29.96,15.00,10.00,319.60,84.60,36.00%,236.00,83.60,35.42%,Already ≥ 15% profit – bumped $1.00
GALAXY S24,256gb,unlocked,fair,$217.00 ,418.0,166.00,418.00,374.56,29.96,15.00,30.00,299.60,133.60,80.48%,171.00,128.60,75.20%,Already ≥ 15% profit – bumped $5.00
GALAXY S24,256gb,unlocked,broken,$142.00 ,418.0,74.00,418.00,374.56,29.96,15.00,50.00,279.60,205.60,277.83%,79.00,200.60,253.92%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,att,flawless,$164.00 ,274.0,166.00,274.00,242.08,19.37,15.00,10.00,197.71,31.71,19.10%,167.00,30.71,18.39%,Already ≥ 15% profit – bumped $1.00
GALAXY S24 FE,128GB,att,good,$136.00 ,274.0,132.00,274.00,242.08,19.37,15.00,10.00,197.71,65.71,49.78%,135.00,62.71,46.45%,Already ≥ 15% profit – bumped $3.00
GALAXY S24 FE,128GB,att,fair,$92.00 ,274.0,91.00,274.00,242.08,19.37,15.00,30.00,177.71,86.71,95.29%,96.00,81.71,85.12%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,att,broken,$66.00 ,274.0,46.00,274.00,242.08,19.37,15.00,50.00,157.71,111.71,242.86%,51.00,106.71,209.24%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,verizon,flawless,$164.00 ,274.0,144.00,274.00,242.08,19.37,15.00,10.00,197.71,53.71,37.30%,145.00,52.71,36.35%,Already ≥ 15% profit – bumped $1.00
GALAXY S24 FE,128GB,verizon,good,$131.00 ,274.0,108.00,274.00,242.08,19.37,15.00,10.00,197.71,89.71,83.07%,113.00,84.71,74.97%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,verizon,fair,$88.00 ,274.0,71.00,274.00,242.08,19.37,15.00,30.00,177.71,106.71,150.30%,76.00,101.71,133.83%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,verizon,broken,$61.00 ,274.0,41.00,274.00,242.08,19.37,15.00,50.00,157.71,116.71,284.67%,46.00,111.71,242.86%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,tmobile,flawless,$148.00 ,274.0,146.00,274.00,242.08,19.37,15.00,10.00,197.71,51.71,35.42%,147.00,50.71,34.50%,Already ≥ 15% profit – bumped $1.00
GALAXY S24 FE,128GB,tmobile,good,$122.00 ,274.0,116.00,274.00,242.08,19.37,15.00,10.00,197.71,81.71,70.44%,119.00,78.71,66.15%,Already ≥ 15% profit – bumped $3.00
GALAXY S24 FE,128GB,tmobile,fair,$92.00 ,274.0,91.00,274.00,242.08,19.37,15.00,30.00,177.71,86.71,95.29%,96.00,81.71,85.12%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,tmobile,broken,$52.00 ,274.0,31.00,274.00,242.08,19.37,15.00,50.00,157.71,126.71,408.75%,36.00,121.71,338.09%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,unlocked,flawless,$191.06 ,299.0,177.00,299.00,265.08,21.21,15.00,10.00,218.87,41.87,23.66%,178.00,40.87,22.96%,Already ≥ 15% profit – bumped $1.00
GALAXY S24 FE,128GB,unlocked,good,$191.06 ,299.0,185.00,299.00,265.08,21.21,15.00,10.00,218.87,33.87,18.31%,186.00,32.87,17.67%,Already ≥ 15% profit – bumped $1.00
GALAXY S24 FE,128GB,unlocked,fair,$127.00 ,299.0,101.00,299.00,265.08,21.21,15.00,30.00,198.87,97.87,96.90%,106.00,92.87,87.62%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,128GB,unlocked,broken,$81.00 ,299.0,56.00,299.00,265.08,21.21,15.00,50.00,178.87,122.87,219.42%,61.00,117.87,193.24%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,att,flawless,$187.00 ,480.0,192.00,480.00,431.60,30.00,15.00,10.00,376.60,184.60,96.15%,197.00,179.60,91.17%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,att,good,$159.00 ,480.0,144.00,480.00,431.60,30.00,15.00,10.00,376.60,232.60,161.53%,149.00,227.60,152.75%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,att,fair,$96.00 ,480.0,91.00,480.00,431.60,30.00,15.00,30.00,356.60,265.60,291.87%,96.00,260.60,271.46%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,att,broken,$71.00 ,480.0,51.00,480.00,431.60,30.00,15.00,50.00,336.60,285.60,560.00%,56.00,280.60,501.07%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,verizon,flawless,$178.00 ,480.0,191.00,480.00,431.60,30.00,15.00,10.00,376.60,185.60,97.17%,196.00,180.60,92.14%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,verizon,good,$142.00 ,480.0,143.00,480.00,431.60,30.00,15.00,10.00,376.60,233.60,163.36%,148.00,228.60,154.46%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,verizon,fair,$96.00 ,480.0,76.00,480.00,431.60,30.00,15.00,30.00,356.60,280.60,369.21%,81.00,275.60,340.25%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,verizon,broken,$66.00 ,480.0,46.00,480.00,431.60,30.00,15.00,50.00,336.60,290.60,631.74%,51.00,285.60,560.00%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,tmobile,flawless,$168.00 ,480.0,191.00,480.00,431.60,30.00,15.00,10.00,376.60,185.60,97.17%,196.00,180.60,92.14%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,tmobile,good,$140.00 ,480.0,143.00,480.00,431.60,30.00,15.00,10.00,376.60,233.60,163.36%,148.00,228.60,154.46%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,tmobile,fair,$96.00 ,480.0,91.00,480.00,431.60,30.00,15.00,30.00,356.60,265.60,291.87%,96.00,260.60,271.46%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,tmobile,broken,$56.00 ,480.0,36.00,480.00,431.60,30.00,15.00,50.00,336.60,300.60,835.00%,41.00,295.60,720.98%,Already ≥ 15% profit – bumped $5.00
GALAXY S24 FE,256gb,unlocked,flawless,$205.78 ,505.0,226.00,505.00,454.60,30.00,15.00,10.00,399.60,173.60,76.81%,231.00,168.60,72.99%,Already ≥ 15% profit – bumped $5.00
